created_at,word,language,user_id,translation,status
2025-01-27 19:17:06.513919+00,augmented,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,increased,learning
2025-01-17 06:07:27.415339+00,aula,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,classroom,learning
2025-03-06 03:03:18.572648+00,aula,Portuguese,f4095df7-febf-489b-be22-3cf02d090547,class,learning
2024-07-17 00:13:12.065249+00,autobús,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,bus,learning
2024-06-26 21:31:53.842433+00,aviso,Spanish,819cbf66-fd47-4000-9e89-80c1736d1002,advisory,learning
2024-11-23 18:48:36.626804+00,ayudaremos,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,we will help,learning
2025-01-13 19:40:06.63747+00,aísla,Spanish,733578cf-dce4-4101-b3c7-82d697019353,isolates,learning
2025-01-17 02:42:05.679097+00,bailes,Spanish,733578cf-dce4-4101-b3c7-82d697019353,balls,learning
2024-12-09 23:37:26.240785+00,bala,Spanish,733578cf-dce4-4101-b3c7-82d697019353,bullet,learning
2024-11-21 04:56:11.85079+00,bambino,Italian,35451fbe-281e-4ef7-9209-e70f1c3c5a03,child,learning
2024-10-08 17:59:16.705357+00,banda sonora,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,soundtrack,learning
2024-12-03 05:26:21.868885+00,beba,Spanish,733578cf-dce4-4101-b3c7-82d697019353,drink,learning
2024-11-30 03:56:08.248986+00,bebés,Spanish,733578cf-dce4-4101-b3c7-82d697019353,babies,learning
2025-01-01 21:41:27.406886+00,beginnen,German,48cda1d8-f77a-435a-b110-f39b2c543ca4,to begin,learning
2024-06-26 03:34:21.212704+00,benched,Tiktok Slang,819cbf66-fd47-4000-9e89-80c1736d1002,grounded,learning
2025-01-20 16:03:55.015291+00,beneficiarán,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,will benefit,learning
2024-11-25 06:55:39.604995+00,besoin,French,b0370423-4267-44c0-90ab-e026c5086c2e,need,learning
2025-01-20 18:54:30.730117+00,bestowed,SAT Vocabulary,e3256652-546e-44a4-9966-5e9732699183,granted,learning
2024-10-31 19:45:16.459528+00,betrifft,German,e42db482-b3fb-4d49-82ac-448f63744dd5,affects,learning
2024-11-27 22:07:39.386492+00,bien,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,good,learning
2024-11-30 03:53:23.533577+00,bien,Spanish,733578cf-dce4-4101-b3c7-82d697019353,well,learning
2024-11-14 20:24:57.716163+00,bisogno,Italian,35451fbe-281e-4ef7-9209-e70f1c3c5a03,need,learning
2024-10-15 19:54:38.627939+00,bisogno,Italian,a5e848d3-8ada-4b2f-b0dc-ebb10b8823a3,need,learning
2024-10-04 10:37:25.899773+00,bisogno,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,need,learning
2025-01-20 02:15:16.846636+00,bloquean,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,lock out,learning
2024-09-17 20:16:03.555793+00,boards,Tiktok Slang,732a92bd-8dec-43d9-83b8-50138871fe4f,pieces,learning
2024-11-19 02:05:45.96239+00,boi,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,boy,learning
2024-12-03 23:27:44.741638+00,bolsters,SAT Vocabulary,733578cf-dce4-4101-b3c7-82d697019353,to support or strengthen,learning
2024-08-22 11:33:42.923636+00,bon,French,97ee4d37-9d30-480e-963b-3c6f948018ad,good,learning
2024-08-02 09:41:10.218744+00,born,GRE Vocabulary,630ecd5b-ef55-443c-ae04-6b34b0212e88,nacer,learning
2025-02-04 15:56:17.829096+00,bouton,French,97ee4d37-9d30-480e-963b-3c6f948018ad,button,learning
2024-12-02 19:30:36.430489+00,brecha,Spanish,733578cf-dce4-4101-b3c7-82d697019353,gap,learning
2024-08-05 05:53:52.789146+00,brillante,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,bright,learning
2024-07-02 00:54:22.068651+00,broma,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,joke,learning
2024-11-27 00:07:38.297573+00,brouillard,French,89e38037-1daa-46fe-bdbc-a9b50f68dd5f,fog,learning
2024-11-27 01:45:23.670104+00,buddies,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,collaborators,learning
2024-08-21 20:27:56.370371+00,buena,Spanish,dd8e019c-4f68-4f58-a2b8-d3eca2cde2b7,good,learning
2024-11-29 01:29:25.057968+00,burger,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,someone,learning
2024-11-28 04:39:43.686743+00,burger,GlizzyTalk,85db5d88-12d5-49f7-8793-a0d2f62ac738,brick,learning
2024-11-26 09:15:46.932778+00,burgez,GlizzyTalk,85db5d88-12d5-49f7-8793-a0d2f62ac738,stories,learning
2024-11-26 09:17:03.044285+00,burgies,GlizzyTalk,85db5d88-12d5-49f7-8793-a0d2f62ac738,guestrooms,learning
2024-11-26 09:12:17.714877+00,burgy,GlizzyTalk,85db5d88-12d5-49f7-8793-a0d2f62ac738,burger,learning
2024-11-19 07:17:04.25208+00,burgzy,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,Greenburg,learning
2024-11-18 05:40:05.109216+00,burgzy,GlizzyTalk,ff8b22f3-fa07-41cf-9d68-79caf67442d9,bad,learning
2024-07-05 09:37:58.827516+00,cadre,GRE Vocabulary,907aa469-b058-4c5e-9cee-ed9dbcccc30b,team,learning
2024-12-07 17:48:00.974896+00,caja,Spanish,235da559-229a-4c19-978d-2fc670ca3ffa,box,learning
2024-11-28 04:59:40.943304+00,cambió,Spanish,85db5d88-12d5-49f7-8793-a0d2f62ac738,changed,learning
2024-10-24 20:55:16.844106+00,campus,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,campus,learning
2024-09-19 21:59:14.156517+00,camuflar,Spanish,ff8b22f3-fa07-41cf-9d68-79caf67442d9,to camouflage,learning
2024-11-13 01:53:26.73172+00,candidatos,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,candidates,learning
2025-03-12 02:23:50.40649+00,caneta,Portuguese,f4095df7-febf-489b-be22-3cf02d090547,pen,learning
2024-08-24 17:27:41.755813+00,cap,Tiktok Slang,cfb5b889-a5ca-4613-b8fe-2f1ab519f6f4,lie,learning
2024-12-04 18:59:57.310153+00,capability,SAT Vocabulary,733578cf-dce4-4101-b3c7-82d697019353,capacidad,learning
2024-07-08 20:29:54.938857+00,capacidad,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,ability,learning
2024-11-28 05:27:12.114724+00,capped,Tiktok Slang,85db5d88-12d5-49f7-8793-a0d2f62ac738,limited,learning
2025-02-04 16:16:23.018258+00,caractéristiques,French,97ee4d37-9d30-480e-963b-3c6f948018ad,features,learning
2024-08-21 22:17:58.061888+00,carga,Spanish,a801a028-f8ca-4b66-8e78-73a478180bfe,cargo,learning
2024-11-08 19:54:34.054591+00,carriere,Italian,a5e848d3-8ada-4b2f-b0dc-ebb10b8823a3,careers,learning
2024-09-09 15:57:22.092039+00,casada,Spanish,bc32cf7f-c20f-47a9-b45e-1f60d6e71a9c,married,learning
2024-06-26 09:11:43.551385+00,cash,Tiktok Slang,87916478-5b72-451a-8dc1-a26675edc202,money,learning
2025-01-20 11:08:04.088814+00,categorizo,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,I categorize,learning
2025-01-20 10:27:42.862504+00,categoría,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,category,learning
2024-08-23 04:46:58.923042+00,ce,French,97ee4d37-9d30-480e-963b-3c6f948018ad,this,learning
2024-08-21 12:12:49.811249+00,cerró,Spanish,b1e30457-e3a3-4903-8253-8a01e93d4cce,shut down,learning
2025-01-29 06:06:16.760268+00,certificaciones,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,certifications,learning
2024-09-04 22:04:38.9016+00,cesó,Spanish,bc32cf7f-c20f-47a9-b45e-1f60d6e71a9c,ceased,learning
2024-08-27 09:05:13.300565+00,chien,French,97ee4d37-9d30-480e-963b-3c6f948018ad,dog,learning
2025-01-27 19:14:26.61749+00,chromatic,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,color,learning
2025-01-21 07:10:59.650068+00,chromaticity,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,color quality,learning
2025-01-21 06:04:54.404501+00,cibles,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,targets,learning
2025-01-30 19:55:17.408246+00,circumscribe,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,restrict,learning
2024-10-17 05:07:18.858535+00,città,Italian,a5e848d3-8ada-4b2f-b0dc-ebb10b8823a3,city,learning
2024-09-06 01:33:23.116947+00,clandestine,GRE Vocabulary,ff8b22f3-fa07-41cf-9d68-79caf67442d9,secret,learning
2024-11-25 22:46:38.48319+00,clase,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,class,learning
2024-07-15 01:45:28.470315+00,clase,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,class,learning
2024-06-26 05:31:55.198705+00,classe,French,85bf9e83-7471-4d20-8241-81c9c7287ca2,class,learning
2024-06-26 05:58:57.750913+00,classes,French,85bf9e83-7471-4d20-8241-81c9c7287ca2,classes,learning
2024-11-19 03:49:48.204209+00,classifier,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,classifier,learning
2024-08-29 13:22:56.02237+00,clave,Spanish,dd8e019c-4f68-4f58-a2b8-d3eca2cde2b7,key,learning
2024-11-28 04:53:24.747526+00,clips,Spanish,85db5d88-12d5-49f7-8793-a0d2f62ac738,clips,learning
2024-07-20 20:42:46.945844+00,coco,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,coconut,learning
2024-09-30 05:44:32.416629+00,codo,Spanish,ff8b22f3-fa07-41cf-9d68-79caf67442d9,elbow,learning
2025-01-21 07:14:49.0315+00,cognizance,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,awareness,learning
2024-06-26 09:23:23.7061+00,coins,Tiktok Slang,87916478-5b72-451a-8dc1-a26675edc202,money,learning
2025-01-31 07:23:51.882713+00,colaborar,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,to collaborate,learning
2024-11-27 01:47:03.799922+00,collaborators,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,collaborators,learning
2025-01-20 11:00:53.464765+00,colores,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,colors,learning
2024-12-03 19:29:32.896337+00,combinados,Spanish,733578cf-dce4-4101-b3c7-82d697019353,combined,learning
2024-10-08 17:57:19.674688+00,combo,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,combo,learning
2024-07-13 19:36:58.878586+00,comerciales,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,commercials,learning
2024-06-26 14:41:11.399715+00,comienzo,Spanish,819cbf66-fd47-4000-9e89-80c1736d1002,beginning,learning
2024-08-06 11:48:39.249396+00,commence,GRE Vocabulary,630ecd5b-ef55-443c-ae04-6b34b0212e88,to begin,learning
2024-11-20 00:25:30.058649+00,commercializzato,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,marketed,learning
2025-01-17 01:44:10.521366+00,comparando,Spanish,733578cf-dce4-4101-b3c7-82d697019353,comparing,learning
2024-11-28 04:47:54.729899+00,compañero,Spanish,733578cf-dce4-4101-b3c7-82d697019353,coworker,learning
2024-09-03 23:56:19.726669+00,compañero,Spanish,b22d66d2-44b6-405e-ac1f-d33ff2f1ceed,partner,learning
2024-11-20 00:25:49.452519+00,competent,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,krinky krongemas,learning
2024-11-28 04:54:18.808061+00,competente,Spanish,733578cf-dce4-4101-b3c7-82d697019353,this is a long long long translation,learning
2025-02-20 08:05:32.645781+00,complejas,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,complex,learning
2024-11-27 00:09:31.691311+00,compléter,French,89e38037-1daa-46fe-bdbc-a9b50f68dd5f,to supplement,learning
2024-12-03 03:01:16.212617+00,comprar,Spanish,733578cf-dce4-4101-b3c7-82d697019353,to buy,learning
2025-01-20 19:03:34.616491+00,comprise,SAT Vocabulary,e3256652-546e-44a4-9966-5e9732699183,consist of,learning
2024-10-01 19:36:15.12802+00,conceito,Portuguese,a57d1f7e-9f1f-4f52-8e46-ff43760cc10a,concept,learning
2025-01-30 19:17:07.56637+00,conceive,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,think,learning
2024-08-23 12:58:09.808736+00,concert,French,97ee4d37-9d30-480e-963b-3c6f948018ad,concert,learning
2025-01-30 19:56:13.145566+00,concluded,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,finished,learning
2025-01-20 13:42:01.663996+00,conclusiones,Spanish,cb59a4c8-8f81-488e-8cb6-5d0f04d59e7e,conclusions,learning
2025-01-23 07:26:31.84854+00,conditions,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,conditions,learning
2025-01-27 19:15:59.626019+00,confer,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,to grant or bestow,learning
2024-11-30 03:57:17.908847+00,confirma,Spanish,733578cf-dce4-4101-b3c7-82d697019353,confirms,learning
2024-11-27 00:09:16.011974+00,consensus,French,89e38037-1daa-46fe-bdbc-a9b50f68dd5f,consensus,learning
2024-09-05 01:47:03.43841+00,consonantes,Spanish,bc32cf7f-c20f-47a9-b45e-1f60d6e71a9c,consonants,learning
2025-01-27 19:14:59.404608+00,conspicuous,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,obvious,learning
2024-08-05 05:56:31.093054+00,constitute,GRE Vocabulary,630ecd5b-ef55-443c-ae04-6b34b0212e88,to make up or form,learning
2024-08-22 08:44:55.817277+00,continuer,French,97ee4d37-9d30-480e-963b-3c6f948018ad,to continue,learning
2024-11-27 23:55:06.373488+00,control,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,control,learning
2024-10-08 17:59:29.974412+00,controles,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,controls,learning
2024-10-08 17:55:54.280141+00,contáctame,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,contact me,learning
2025-01-27 19:16:14.294688+00,converge,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,overlap,learning
2025-01-30 19:16:00.960792+00,copious,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,abundant,learning
2025-01-29 06:03:17.13157+00,correos electrónicos,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,emails,learning
2025-01-13 19:48:37.812429+00,cortafuegos,Spanish,733578cf-dce4-4101-b3c7-82d697019353,firewalls,learning
2024-10-27 05:30:51.255671+00,creatore,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,creator,learning
2024-07-01 02:39:13.222344+00,creo,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,think,learning
2024-06-27 16:27:28.23368+00,cribs,Tiktok Slang,32ec67e0-cb78-4c25-8451-5fc0334f70f1,real estate,learning
2024-08-18 03:44:14.161834+00,crucial,GRE Vocabulary,49453d9f-7f2e-47f8-9edd-5ad0e66d987b,critical,learning
2025-01-23 07:53:44.830784+00,crédito,Spanish,733578cf-dce4-4101-b3c7-82d697019353,credit,learning
2024-06-26 20:51:58.408923+00,crítica,Spanish,819cbf66-fd47-4000-9e89-80c1736d1002,criticism,learning
2025-01-13 19:45:36.321161+00,crítico,Spanish,733578cf-dce4-4101-b3c7-82d697019353,critical,learning
2024-06-25 02:18:54.234596+00,cuenta,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,account,learning
2024-11-14 20:26:36.902338+00,culturale,Italian,35451fbe-281e-4ef7-9209-e70f1c3c5a03,cultural,learning
2024-11-28 04:14:53.163652+00,curious,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,glizzy curious,learning
2025-01-20 14:28:33.973838+00,cérémonie,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,ceremony,learning
2024-12-08 16:05:57.175538+00,código,Spanish,235da559-229a-4c19-978d-2fc670ca3ffa,code,learning
2025-01-17 02:51:27.165383+00,dados,Portuguese,f4095df7-febf-489b-be22-3cf02d090547,data,learning
2024-11-13 01:54:02.949821+00,debate,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,debate,learning
2024-11-13 01:53:56.742485+00,debates,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,debates,learning
2024-12-02 17:44:53.193118+00,decepcionante,Spanish,733578cf-dce4-4101-b3c7-82d697019353,disappointing,learning
2024-12-02 17:48:05.296418+00,decides,Spanish,733578cf-dce4-4101-b3c7-82d697019353,you decide,learning
2024-08-21 13:30:57.938883+00,decir,Spanish,b1e30457-e3a3-4903-8253-8a01e93d4cce,to say,learning
2024-08-27 14:22:47.170744+00,decisión,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,decision,learning
2024-12-03 02:55:59.859856+00,dedicación,Spanish,733578cf-dce4-4101-b3c7-82d697019353,dedication,learning
2024-12-07 06:16:56.969484+00,dedicar,Spanish,235da559-229a-4c19-978d-2fc670ca3ffa,to dedicate,learning
2025-01-17 02:48:35.065903+00,deferencia,Spanish,733578cf-dce4-4101-b3c7-82d697019353,deference,learning
2025-01-13 19:55:55.862378+00,dejarme llevar,Spanish,733578cf-dce4-4101-b3c7-82d697019353,go with the flow,learning
2025-01-21 07:13:01.908583+00,delectable,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,tasty,learning
2025-01-21 07:06:17.445506+00,delineate,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,specify,learning
2025-01-20 19:03:26.693602+00,delineates,SAT Vocabulary,e3256652-546e-44a4-9966-5e9732699183,defines,learning
2024-11-19 06:22:15.605669+00,delivered,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,delivered,learning
2025-01-21 06:05:30.785008+00,demandeurs d'asile,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,asylum seekers,learning
2025-01-10 11:10:26.152334+00,demuestras,Spanish,733578cf-dce4-4101-b3c7-82d697019353,you demonstrate,learning
2024-07-27 11:17:22.235839+00,denote,GRE Vocabulary,630ecd5b-ef55-443c-ae04-6b34b0212e88,represent,learning
2025-01-27 19:16:29.422934+00,depicted,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,shown,learning
2024-09-29 03:06:27.581734+00,depicts,SAT Vocabulary,e3256652-546e-44a4-9966-5e9732699183,to represent or show,learning
2024-12-02 21:22:42.804123+00,derechos,Spanish,733578cf-dce4-4101-b3c7-82d697019353,rights,learning
2024-11-30 02:56:45.417306+00,desafía,Spanish,733578cf-dce4-4101-b3c7-82d697019353,challenges,learning
2024-11-30 03:52:43.360989+00,desastre,Spanish,733578cf-dce4-4101-b3c7-82d697019353,disaster,learning
2024-12-01 18:27:31.615757+00,descuidado,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,neglected,learning
2025-01-17 03:32:57.466014+00,desculpas,Portuguese,f4095df7-febf-489b-be22-3cf02d090547,apologies,learning
2024-09-30 05:36:24.459712+00,desorbitados,Spanish,ff8b22f3-fa07-41cf-9d68-79caf67442d9,deorbited,learning
2025-01-13 19:38:11.650469+00,desperdicio,Spanish,733578cf-dce4-4101-b3c7-82d697019353,waste,learning
2024-12-02 18:55:37.802792+00,desplegar,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,deploy,learning
2024-12-02 17:51:12.739851+00,destino,Spanish,733578cf-dce4-4101-b3c7-82d697019353,fate,learning
2024-07-11 22:23:38.091641+00,destino,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,destiny,learning
2025-02-21 18:38:15.21583+00,desvanece,Spanish,332370f9-32c4-4440-9cc0-1b45ffac71a8,fades out,learning
2024-06-26 21:34:03.510702+00,detalle,Spanish,819cbf66-fd47-4000-9e89-80c1736d1002,detail,learning
2024-10-08 17:56:21.444266+00,detalles,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,details,learning
2024-06-11 05:31:41.587316+00,determinada,Spanish,a88f454d-bb68-4010-9f05-10aed90ed792,certain,learning
2024-10-27 05:30:32.404452+00,dettagliato,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,detailed,learning
2024-11-19 23:37:04.695782+00,diario,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,journal,learning
2025-02-19 01:07:30.443706+00,dictionnaire,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,dictionary,learning
2024-08-21 12:17:16.945965+00,dientes,Spanish,b1e30457-e3a3-4903-8253-8a01e93d4cce,teeth,learning
2025-01-29 13:28:20.640019+00,diferenciador,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,differentiator,learning
2024-07-07 02:38:18.029933+00,difícil,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,hard,learning
2024-11-19 23:37:59.924975+00,digitalmente,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,digitally,learning
2024-09-03 20:12:34.228332+00,dijo,Spanish,b22d66d2-44b6-405e-ac1f-d33ff2f1ceed,said,learning
2024-09-24 21:15:46.440248+00,dijo,Spanish,ff8b22f3-fa07-41cf-9d68-79caf67442d9,said,learning
2025-01-23 03:55:22.021698+00,diminutive,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,small,learning
2024-11-28 05:14:49.558791+00,dinero,Spanish,85db5d88-12d5-49f7-8793-a0d2f62ac738,money,learning
2024-09-17 20:16:23.17828+00,dips,Tiktok Slang,732a92bd-8dec-43d9-83b8-50138871fe4f,forfeits,learning
2025-01-13 20:00:46.604744+00,dirección,Spanish,733578cf-dce4-4101-b3c7-82d697019353,management,learning
2025-01-17 02:37:58.388668+00,direitos,Portuguese,733578cf-dce4-4101-b3c7-82d697019353,rights,learning
2025-01-27 19:15:32.274526+00,disconcerting,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,causing one to feel unsettled,learning
2024-08-21 12:33:27.174692+00,discours,French,97ee4d37-9d30-480e-963b-3c6f948018ad,speech,learning
2025-01-22 00:32:34.840303+00,discréditent,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,discredit,learning
2024-12-02 18:08:18.764615+00,discusión,Spanish,733578cf-dce4-4101-b3c7-82d697019353,argument,learning
2024-06-20 06:40:17.681322+00,diseñada,Spanish,a88f454d-bb68-4010-9f05-10aed90ed792,designed,learning
2024-12-02 18:12:57.358661+00,disfraz,Spanish,733578cf-dce4-4101-b3c7-82d697019353,costume,learning
2024-08-02 09:44:15.482369+00,disintegrated,GRE Vocabulary,630ecd5b-ef55-443c-ae04-6b34b0212e88,fell apart,learning
2024-08-21 06:16:43.867492+00,distinguerait,French,28c8d175-7fb0-4514-9365-75256aa62bc4,would distinguish,learning
2024-10-09 02:52:41.998807+00,diverso,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,different,learning
2024-08-21 20:20:54.769548+00,divertido,Spanish,b1e30457-e3a3-4903-8253-8a01e93d4cce,fun,learning
2024-11-20 00:15:22.586268+00,domanda,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,question,learning
2025-01-21 06:26:37.710168+00,donateurs,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,donors,learning
2024-06-26 05:19:27.854776+00,données,French,85bf9e83-7471-4d20-8241-81c9c7287ca2,data,learning
2024-09-05 17:02:18.296531+00,dope,Tiktok Slang,ff8b22f3-fa07-41cf-9d68-79caf67442d9,good,learning
2024-11-26 20:53:32.597112+00,drivin',GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,driven,learning
2024-06-26 03:35:28.095402+00,dropped,Tiktok Slang,819cbf66-fd47-4000-9e89-80c1736d1002,announced,learning
2024-06-25 02:20:41.247532+00,dude,Tiktok Slang,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,guy,learning
2025-01-23 07:27:11.057905+00,début,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,beginning,learning
2025-01-23 07:26:46.671912+00,déclarées,French,3321eded-48c7-4be3-a4bc-7acd84ceecb1,declared,learning
2025-02-04 15:53:08.919868+00,définition,French,97ee4d37-9d30-480e-963b-3c6f948018ad,definition,learning
2024-11-26 23:34:56.428542+00,dégager,French,89e38037-1daa-46fe-bdbc-a9b50f68dd5f,to carve out,learning
2024-12-01 05:30:17.827183+00,déjame,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,let me,learning
2024-06-12 06:01:03.280742+00,earning-lay,Spanish,a88f454d-bb68-4010-9f05-10aed90ed792,learning,learning
2024-06-12 06:02:13.648505+00,earnlay,Spanish,a88f454d-bb68-4010-9f05-10aed90ed792,learn,learning
2024-08-24 19:29:00.641229+00,edad,Spanish,8f4401f3-ff37-4bc2-b300-f6e55d230f69,age,learning
2024-06-13 07:24:22.429352+00,edibilitycray,Spanish,a88f454d-bb68-4010-9f05-10aed90ed792,credibility,learning
2024-10-29 23:25:15.690624+00,edición,Spanish,27729e07-dba6-445b-a4d6-790c5fca0546,editing,learning
2024-11-13 23:47:58.867876+00,edificios,Spanish,958f292b-431d-429c-8127-4e790da96f5e,buildings,learning
2024-11-19 23:55:30.71925+00,editor,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,editor,learning
2024-12-23 21:07:00.93281+00,einfach,German,48cda1d8-f77a-435a-b110-f39b2c543ca4,simple,learning
2025-01-13 20:00:00.936157+00,ejemplo,Spanish,733578cf-dce4-4101-b3c7-82d697019353,example,learning
2025-01-21 07:11:17.282204+00,elect,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,choose,learning
2024-11-28 04:39:55.714609+00,elevation,GlizzyTalk,85db5d88-12d5-49f7-8793-a0d2f62ac738,glam,learning
2024-12-05 04:01:39.227189+00,eligen,Spanish,733578cf-dce4-4101-b3c7-82d697019353,choose,learning
2025-01-29 06:04:00.301311+00,eliminados,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,delisted,learning
2025-03-12 02:23:23.274778+00,eliminando,Portuguese,f4095df7-febf-489b-be22-3cf02d090547,eliminating,learning
2025-01-21 07:09:16.692864+00,elucidate,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,make clear,learning
2025-01-21 07:12:01.783891+00,elucidation,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,explanation,learning
2025-01-30 19:23:03.422278+00,elucidative,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,helpful,learning
2024-11-28 04:22:33.162039+00,elusive target,GlizzyTalk,733578cf-dce4-4101-b3c7-82d697019353,unnamed ongoing work,learning
2024-11-19 23:53:12.833561+00,email,Italian,cd9378b2-66c7-4d80-a08e-40ea7ab37a92,email,learning
2024-10-08 17:57:46.164719+00,emborracha,Spanish,39344461-7e13-4d7f-a025-5dbe38eafbb3,gets drunk,learning
2024-06-26 21:32:32.256776+00,emitidos,Spanish,819cbf66-fd47-4000-9e89-80c1736d1002,issued,learning
2024-12-03 05:29:08.259913+00,empecé,Spanish,733578cf-dce4-4101-b3c7-82d697019353,I started,learning
2024-07-13 20:55:28.853826+00,empieza,Spanish,9daa95e6-bb48-4eff-9f0b-ae0f3623d3e4,start,learning
2024-11-13 01:08:07.731274+00,empiezo,Spanish,630ecd5b-ef55-443c-ae04-6b34b0212e88,I start,learning
2024-11-18 05:16:24.060852+00,empleado,Spanish,ff8b22f3-fa07-41cf-9d68-79caf67442d9,employee,learning
2024-11-28 04:59:30.618474+00,empresa,Spanish,85db5d88-12d5-49f7-8793-a0d2f62ac738,company,learning
2025-01-30 19:18:44.946596+00,enamored,GRE Vocabulary,e3256652-546e-44a4-9966-5e9732699183,fond of,learning
